key,source,Translation
9161A9EF4992A22D24DC5197814BFAE7,Grocery Shelf,食品架
9B9F50844DF756744A2715BAA57955BE,Grocery Shelf,食品架
E6D9852542541A92DABCBC8C4430576E,Grocery Shelf,食品架
9F32AC264F4A45CDDAF9CA9AE0843227,Groomed Beard,精心保养的胡子
1B7C135D4201BE0A48627788267C28EF,Group,小组
B72A44D74E70818D82CF2AB4CE659A36,Group,小组
E8C9423540983669BAF76E9DBD726D5C,Group,小组
7FA09D3C4D0F605E053287BEE39C02C0,Group Name,群组名
CBE0DB7B41708A4BD9B8ED8E92B971E9,Growth,成长
6EB34A784E18BE9929D0DB8FC3F6A44C,Growth Time,生长时间
AE1BFCA44B990C9234B079837C1C1817,Growth Time,生长时间
D9DF6FB3407A2957215D54B652D950C2,Guard Locker,防护储物柜
F30F6B30496240120340A1A60C976BE1,Guard Locker,防护储物柜
0D08D8154C0A670C32F7B9A992EEAB1E,Guitar,吉他
461B876B4C115DDD8A0381917BD08DDE,Gun Crate,甘克雷特
CDC51E744F69DE38AFC22E818609DE0B,Gun Rack,
2E98239B47451366ACD78E9C64E90E70,Gunpowder,火药
F7536C634DBF0769E74AE498229DF8AB,Gunpowder,火药
857A2C844C2F4BD9A1ED4185AA0A7826,Gym Bag,健身包
CFD0F9CE4CF65FEECFE544A458680DFC,Gym Shorts,健身短裤
4DFA6D864E7E6386220F5998C3F9720C,HAM Radio (WIP),业余无线电 (WIP)
133A3DDE49D704E0D72D6BAAA7574A09,Hacksaw,弓的锯子
B65D3DEA4CA063A198C2368BD9017ED1,Hacksaw,弓的锯子
ACF6744B473E2AFACB05D8B2965BA52D,Haha,哈哈哈
1BCD02F64F9675AFD4483ABB48DBCC6D,Hair,发型
4006F6804FFDAABCAB27D9A3E5E150BA,Hair,发型
9917966D44F6C614859752AAEC9ADE9B,Hair Color,头发的颜色
7A4F810F4FE9EBF40142289A8F241463,Hair Dryer,吹风机
97C723F44D5A433848CD0FB1E8571AE0,Hair Growth Serum,养毛美容液
F5DA2F554DF43629737734B2ABD1CABA,Hair Pomade,发油
FC2CCEC24A7E4502360B0DA1228690D3,Hair Roller,卷发器
E6D6780D4F052A206347789AF67880BF,Hair Roller Kit,卷发器套件
1F2407DD433600A2327BB09C21247CD0,Hair Spray,发胶
4AA3B7F04E556F700EF8F8A05BFA35E6,Halloween Candy,万圣节糖果
B09CD26E4AA40238AE5D968B3F23B602,Hallucinating,幻觉
4C4D63B640913F9587A1CEB671EACAE7,Hammer,锤子
CC7661D045DA4739E864459F5FFACDE9,Hammer,锤子
D21941974AA46C2BD27FA59D1C512142,Hammer,锤子
C48592804BDB05FB676639A2867C166C,Hammond St,哈蒙德大街
DE00A8134605FE403334A7A46693E0B5,Hand Dryer,烘手机
HandDryer_Name,Hand Dryer,烘手机
9752087A41D07F85BB265BB4B612850A,Hand Sanitizer,手指消毒剂
0DF36E3846E868DE12F0379521A9AC55,Hand Soap,洗手液
4FB9AD884FBCE5B4F2AADA991EBD7D2B,Hand Truck,手推车
54D5CC674707A8772A0110A6FC6F2285,Hand Truck,手推车
2E6B2EF643A22003797E50B246870776,Handbrake,手刹
Handbrake_Name,Handbrake,手刹
344518984C1E816DED3DBF915D1FDD15,Handcuffs,手铐
3E964B8740C8400E148540ABA4EA5FF0,Handheld Radio,手持式收音机
D8E1A04D4605FD669E750DB8E89895DF,Handheld Razor,手持式剃须刀
CDDB75154C2E55EBB12EE5B269EE4D4F,Hands,手
11759228457E6CC2A727518354FCF6A2,Hanging Paper Sign,
1382EF0B47EBF5885A970DB78D7E9E3A,Hanging Paper Sign,悬挂式纸质广告牌
DEFEC27F4946EB39DDC05EA9D65C2997,Hank Heckler Law Office,汉克?赫克勒律师事务所
E66B99784D8864CEC276D5A385FE34D8,Happy,快乐
5ECFC2114657ADCB2A55EEB47F3A9806,Hard,难度游戏
77642381408FA449CD11A19936F81835,Hard Hat,头盔
68DF0E5B45D9CE4F6212D6A12F690A6A,Hard Leather Strips,硬皮条
5ED67C9B410F57DA25D7FAABD82F6435,Harp,竖琴
Plant_Harvest,Harvest,收获
HasBattery,Has Battery,有电池
Syringe_HasCap,Has Protective Cap,带保护盖
WritableItem_HasWriting,Has Writing,有评论
28A611AD4962E06D13FF4E83ED05646D,Has a Fever,发烧
DC4D2EA44A94B43CB1467CBA625D3A59,Has a Severe Fever,有重度发热
ContainerHasPlayerItems,Has player items. Will not respawn.,
EDA8F5824BC5C4E9B9094291F745E4B4,Have a Drink,喝点饮料
524829E549D918FF29535B91170CCD10,Hawaiian Shirt,夏威夷衬衫
124401964FE40DEF08DF67A026B4B7E7,Hay Bale,贝尔在那里
1EEB94CB4E7FB01EFF04D4B5E02B07FC,Hay Bundle,一束干草
E618D83E40BB9E6532A1B296BB1F5B41,Hay Pile,干草山
3F1AC42D44C9458227AE58B5E618D80B,Hay Rack,干草架
9BF3EAC7428E7C36146A21B6128F630F,Haystack Cave,海斯塔克洞窟
4B5331244E81760CEF38A482C36B0D36,Hazelnut Cookies,榛子饼干
9C09F15A4CA9CF9675E814AE2F6D41DE,Hazelnut Spread,榛子果酱
5C7951234C20EAFBFCCE478BCEFA3F79,Hazelnuts,榛子
27C0890F4493DFB9E85600B8383593D1,Hazmat Suit,防护服
9AAD68394DC4239CFEC5309B931401AE,Head,头部
A17CD50945A8E6070C8328BA77750690,Head Bob,头部晃动
3396C9CC433288BF95D61787263E86F7,Headband,头带
49C2CDE84CC48311602A03BFEFD31C4F,Headlamp,头灯
8F3761E543E167BAC0EA07801DAC357C,Headlights,车头灯
Headlights_Name,Headlights,车头灯
5954203D45BF12D8C483308F300ADC14,Headshot Damage Multiplier,头部射击伤害倍率
60FE851D453E7011F22A049E50DDDBF4,Headshots Only,仅限头部射击
147C2F364F4483403DF0AE8A442793B5,Heal,治愈
0438456144F51864AC8F079F501281F2,Heal Everyone,治愈所有人
ConditionEffect_HealingRateMultiplier,Healing Rate,
3EF0B714491E182B57D31FAAF0509A6C,Health,健康
5493EE074F532A572F27008311DD35BE,Health Multiplier,体力乘数
67460A4D49E03EFE2A2C98BC61A0F27E,Healthy,健康
35C548FF4F4B95C93139BEA2C99133D5,Hearing Multiplier,听觉乘数
3A7C49694902D2316FBA6498018A85AA,Heart,心脏
F78D4705472FB6E45A24ED95B37DE547,Heart Palpitations,心悸
ConditionEffect_HeartRateChange,Heart Rate,
20C8E96A46217F678F5ED687B38AE745,Heat,热1
50CA538A46516B5495292F80631B2F07,Heat,热2
Heat,Heat,热3
CarHeaterName,Heater,
1C6EA868465BE4F1F1568DA7CC09F86A,Heats the surrounding area.,为周围环境供暖.
ClothesInsulationAmount_High,Heavy,沉重
E742A1AC4677E9A6F4DCA3A77079AE3B,Heavy,体重
WeatherGauge_Precipitation_100,Heavy,
E221F38D4EDFC99F1E3D0596718FD80D,Heavy Blunt Resistance,激烈的钝性抵抗
70225E334C26478B865439A00614DFD2,Heavy Bolts,重型螺栓
B28E97504E31EDF637FD64A6CE54C059,Heavy Bolts,重型螺栓
0C59F20443220D36322D9A969B9637FB,Heavy Bookshelf,沉重的书架
E26CECB04931EA2513D407B18B8AEC75,Heavy Cutting,重型切削
CDF297C84B4CBB4A04D304AB703AC9F1,Heavy Duty Lithium Battery,耐用的锂电池
84D9D8514922BD6D62DC1CB1F678C37A,Heavy Hammer,重锤
321309D44A569B578AFD67827E8695F7,Heavy Pliers,重型钳子
8F9AF4E8462615FF488F418103551FC9,Heavy Stapler,大型订书机
04C234294DF31BA0AD15C98D33658994,Heavy Staples,沉重的订书钉
910A0B8541FA3E1BD7C16F88B7F922EB,Heavy Staples,沉重的订书钉
02CC8F55414F8887ACD8238E65054C48,Help,帮助
3E06F27C4B58F17162F9F98CFBF992D9,Help,帮助
6ABCF00F494B8390A113CA9960F98F39,Help,帮助
1C31FB5E4C47AEDEE9C905982848B07C,"Helps some people with sleeping, not very practical otherwise.","对一些人来说,它有助于睡眠,但对其他人来说并不太实用."
6AED79164421CC989B202EA5BBE91B35,Hematite Vein,赤铁矿脉
F2E258DA4E2CEFE4A46ABF995A7BDFEA,Hemp,麻
335E458A479E5DDB2EB2F393AACB3D20,Hi-Grade Aluminum Foil,高级铝轮
B2C3152347AB5578F73BBAAD4CAB06F0,Hi-Grade Aluminum Foil,高级铝轮
1DA80F06490D4E5A28D553A01C84D94D,Hi-Grade Iron Ingot,高级铁锭
0BD1ADBC4C68C6F50E4E39A2A36C8200,Hi-Grade Steel Ingot,高级钢锭
347218604565E0C0E7C45293FADBFD34,Hi-Hat,礼帽
1643533C48A902FBD9DE5FA57CAB46EE,Hidden,隐藏了
Hidden,Hidden,隐藏了
Hide,Hide,躲藏
1FF823B64CFECE34D7D096AFBE58221A,Hide Chat,隐藏聊天
D69EE20B49DF50A478912886532806F6,Hide Code Lock Numbers,隐藏代码锁编号
730BD8344A72D92F975ABE954C03FBED,Hide Empty,隐藏天空
8F32197F4763753B2F6612A3DBEB2804,Hide Full,隐藏完整
9CF734B14A9740EEA4C925AD6E435441,Hide Passworded,隐藏密码
ServerBrowser_HideServer,Hide Server,
39DA60E54B23D21C09F6458EEDDB0E36,Hideable Clothes,可隐藏的衣服
47C64DC64363A73891C9A48FFB44759A,High,High
870BDC6847BF042BB6D91BA269E0483F,High,High
C6BD43DA440C52F8C17B24964B8B14A5,High,High
FertilizerLevel_High,High,High
Setting_High,High,High
WeatherGauge_Pressure_1100,High,High
CarHeadlights_HighBeams,High Beams,远光灯
6B86CB714D5F192C3C69DDA2E098771C,High Blood Sugar,高血糖
DA57879B4297A13F46625BAD544B9438,High Blood Sugar,高血糖
AA0565E74683DA6F4609199A9563FEE9,High Explosion Resistance,高抗爆性
5450A5FF42B19366771167B0D308CDAD,High Heels,高跟鞋
30D5EE334EA8B60ABF7404A9E7EDBA68,High Noon Plaza,正午广场
5846BC1F410932C7676573A7320AE50F,High Noon Plaza,正午广场
D72FB747459C36CECDA309B57C4DD308,High Velocity Impact Resistance,高速冲击抗性
E1C92D3B43321547B246C8A901202EF3,High Velocity Impact Resistance,高速冲击抗性
604B192A4154A9808988F487433360EA,High values may cause rendering issues.,高值可能会导致渲染问题.
EA3BF88342B446A3B114879280931AA4,"High walls, high security. Not the worst place to be in a zombie apocalypse.","高墙环绕,戒备森严.这并不是丧尸启示录中最糟糕的地方."
064B03E747F71A8491902A95E68B6B72,Higher quality aluminum foil specifically made to be used in electronics.,这是专门为电子设备设计的高品质铝轮.
8D54FB1948DEEFF17D05329FCE4473D1,Higher quality aluminum foil specifically made to be used in electronics.,这是专门为电子设备设计的高品质铝轮.
9D0F02864A54C6246F60AFBCB8F6FDD5,Highlands Swamp,高地沼泽
09797DB245919CAA478383A0764A7C2B,Highly Stoned,非常醉
0613CBDD433C8916A9B7A4857C18EE0D,Hiking Backpack,远足背包
7799F3824F06FFC37EC04B9DB0D425CC,Hippie,嬉皮士
6170500C4836DA7A127124AE0B693644,Hit this with a pickaxe to get some limestone.,"让我们用鹤嘴锄敲打它,获得石灰岩吧."
Hitch_Name,Hitch,
CA7135164C163351D31CE589818E88E0,Hockey Helmet,曲棍球头盔
D99D18044354F358C47D5BACD24155C2,Hockey Mask,曲棍球面罩
581B8CF549C17862BA57E08A31514D33,Hockey Stick,曲棍球杆
Hold,Hold,装备
503451FA43E220C63F8E6AB45DFFFFEE,Hold <B>{UseKey}</> while looking at the shards to clear them.,"望向碎片,按 <B>{UseKey}</>键清理碎片。"
D9E108334C718F2FD5DBD2898E71928D,Hold shift to continue building after building this.,按住 Shift 键继续建造。
E4DE8A0044A4C41DD7FBD48C94357CA9,Holding Breath,屏住呼吸
C0EB333240BDE57F6AD6068DB1843128,"Holding the scoreboard key (F1) will show the player list, ping, and time in a session.",
BFD16B52438B9E10A0748087577606FF,Holds keys.<cf><cf>Won't fit other items.,可以收纳钥匙。<cf><cf>无法收纳其他物品。
C0FC8A6B4FAC49761ADDDB81A3E050FD,Hole Puncher,打洞拳
0E8FCF2C4AEF450D59550AAF7B904944,Home Goals Magazine - Lockpicking,《Home Goals》杂志 —— 解锁
D6D61C7B49648DC426D45A946BF6A4DB,Home Sweet Home,家居甜点 家
F342DC434A38218DFF114D84FC6F3473,Homemade Orange Marmalade,自制橙子果酱
2711827844045B4950FAA0A3A70595CE,Homestyle Cooking Vol. 1,家庭料理第 1 卷
9F99E80B4F71D92CB05009B521237D27,Homestyle Cooking Vol. 2,家庭料理 Vol.2
6C5B9747439C34D25AB63B9EE2A1C844,Homestyle Mac n' Cheese,家常风格通心粉奶酪
8209F70347F54BF72838A0AC9DE09B29,Homestyle Mac n' Cheese,家常风格通心粉奶酪
Hood,Hood,兜帽
689D32C346DC493B82D48098BAE28DA2,Hoodie,连帽衫
92EF65D44BA2DB328F256093BEE00C29,Hope you prepared your vows.,希望你准备好了你的誓言。
698FE2A3461557CC23A0C1A331E5BB61,Hopefully your mom didn't make this...,希望这不是你母亲做的......
AFD26A0B44472784F58F7B9B5D3585B0,Hopeless,绝望的
26E255254343F4776B1FE1A4B90A76D4,Hordes,大群
C524CC984D1592EB43BEB3BB7F37C800,Horse Dewormer Medication,马的驱虫剂
56064AC5429105F1BFEE80A533653CED,Hose,霍斯
12243A3F47A314E1D8655EB1BBA8EECB,Hospital Bed,医院的病床
2C3471F947D24E27D80F2EA45A4098FA,Hospital Bed,医院的病床
3604354A40396EDC72AA25B6D85B2D72,Hospital Bed,医院的病床
78611F9B456E8E9016512FB066B9B9CE,Hospital Bed,医院的病床
AF81C31C43FFA1C4E43C4EA3A7670D82,Hot,好热.
Hot,Hot,好热.
Temperature_Hot,Hot,好热.
686D97164BA6A5E3656CB3B752129EF8,Hot Chocolate,热巧克力
97F38CBB42F8B04285B962870EA547B4,Hot Chocolate,热巧克力
9F2DBE8B4395B04B1BC4AAADD729222A,Hot Chocolate Box,热巧克力盒
0DFD71B9449BA800F70C58B20FC296A2,Hot Dog Buns,热狗面包
EC25887A4F89D73CE0C67A9939D05190,Hot Dogs,热狗
2DEF534C462496E8768BACA907F71325,Hot Sauce,热酱
F26138C947C09B58B5B86FA06DA3E41E,Hot Sauce Bottle,热酱油瓶
Vehicle_Ignition_Hotwire,Hotwire,热线
Vehicle_Ignition_Hotwired,Hotwired.,热线.
E5F19220469F16D8948B2F973E6CF14F,Hours Sign,时间显示
520391F140D47D68A49DEE9D9395DDAF,House Inspector,住宅检查员
359197C34A54ECBBCAB16FB547F71687,House Power Box,房屋电源盒
C771FB6E4E34AE92D1340C92C99ABA69,Hover over a recipe to see its requirements.<cf><cf>Move the requirements from your inventory to this one and the recipes will become enabled.,"将鼠标悬停在配方上方即可查看其要求.将 

 要求从清单移动到此清单时,配方将生效."
Burnt_Tooltip,How burnt the food is. This will reduce quality and make you uncomfortable.,
Cooked_Tooltip,How cooked the food is. 100% is perfect. Properly cooked food will make you more comfortable and sated.,
9FE3396A48ED3A7303D44E9FA108F724,How far out the camera can zoom. Set to 0 to disable third-person. Default is 400.,相机可以缩放的距离.将其设置为 0 以禁用第三人称视角.默认值为 400.
FluidContainerHeat_Tooltip,"How hot the fluid is. Some hot fluids (like tea, coffee, or cocoa) may make you feel more comfortable.",
Heat_Tooltip,"How hot the food is. Hotter foods generally make you feel more comfortable, but there are exceptions (such as fruit or ice cream).",
39AEAD7D4A7216D325FCA3B7AADC3CC3,How likely it is by default for zombies to be staggered from hits.,丧尸在遭受攻击时跌倒的默认可能性是多少？
E74D8F0A435E7DE607D29C8F80904A79,How likely it is by default for zombies to be stun locked from hits.,丧尸即使受到攻击也会被静止锁定的默认可能性是多少？
62BCD7594B9D67597A2513A05CEF8FC5,How likely it is that you get infected from zombie attacks.,被丧尸攻击感染的可能性有多大？
4E019C44441E8388253CC5BA9948FED0,How many characters can people make?,一个人可以创造多少个角色？
D8293AE241650E7CC4690C89262E5996,How many more zombies to spawn. This will impact game performance.,还会出现多少丧尸？这会影响游戏的性能.
421EC35C4F976B21DD6216BA7588E9C2,How many players can be ingame. We recommend a maximum of 8 for local play.,"可以参与游戏的玩家数量.对于本地游戏,建议最多 8 名玩家."
4AF9D0444F51A35D601EA9A7728E2CC4,How many utility cabinets an individual character may build/be an owner of. Zero means infinite.,一个角色可以建造/拥有多少个储物柜。零意味着无限。
1364462F41193850DCFD7CAB35BE1430,How many zombies are walkers.,有多少丧尸是步行者
61A931C644043DAF89DF79A5B2A0BA08,How much faster crawling zombies are.,丧尸爬行的速度有多快？
CC8B27A0483133AFD7D2C5910C82750E,How much faster or slower you get hungry.,
5985055E44C0A638C462E0A8949A5087,How much faster or slower you get thirsty.,
60B5E8D545D252497101B0989341193D,How much faster running zombies are.,丧尸的奔跑速度有多快？
5E84421C43CEBC6A46DE12A6D9FE1EE6,How much faster time progresses at night.,夜晚时间流逝得有多快？
ACC30CE94F7B8FB77F5A4E9CB179E6C5,How much faster time runs in-game compared to real life.,"与现实生活相比,游戏中的时间流逝得有多快呢？"
8376CBD541DB636210D8E5BE416B7F01,How much faster walking zombies are.,丧尸的步行速度有多快？
6B03C00841E049445ACE35B4F2305132,How much faster zombies are.,丧尸有多快？
Contents_Tooltip,How much fluid is currently in the container.,
Capacity_Tooltip,How much fluid the container can hold.,
7F84221C4996EDA439E518A54B9C4AB4,How much further away to render lights. May cause performance issues.,光源渲染的距离.可能会导致性能问题.
87FE475C4B9BFEDF282FEC98CE7DC975,How much further zombies can hear you.,丧尸能在多远的地方听到你的声音？
F6B8A2C741D98A7EA7D7FC8313A758CA,How much further zombies can see you.,丧尸能看到你多远？
GasContents_Tooltip,How much gas is currently in the container.,
GasCapacity_Tooltip,How much gas the container can hold.,
8244302C454FEEA6ABBBC7843270F12C,How much more bullet-spongey zombies are.,丧尸能吸收多少子弹呢？
363A68C5483EAAAFD5E7F0BF3C6513C2,How much more deadly zombie hits are.,丧尸的袭击有多致命？
15C8CD3B4511023392A272834A593FAC,How much more or less damage headshots do.,头部射击造成的伤害增加或减少.
5A69E83C47F82AE01968A5AD1DF691BE,How much pain you are experiencing.,感受到多大程度的疼痛呢？
WashingMachine_PutDetergent_Prompt,How much would you like to add?,
Workbench_PutFluid_Prompt,How much would you like to add?,
WashingMachine_TakeDetergent_Prompt,How much would you like to take?,
Workbench_TakeFluid_Prompt,How much would you like to take?,
Item_SmellContribution_Tooltip,"How this smells. 0% smells like nothing, and 100% is extremely strong.",
451D32CF411B2541322AA1A4B84BB693,How well you master communication.,你的沟通能力如何？
DDACA40E43FC4BF88913249200A687E6,Human Flesh,人肉
WeatherGauge_Humidity_80,Humid,
54D76EA7487305B5AD7107A4CEBC3EF1,Hunger,饥饿
ConditionEffect_HungerRateMultiplier,Hunger Rate,
D4CD3D9D4FBB3169D6AB508ED902FCCB,Hunger Satiation,空腹的饱腹感
HungerSatiation,Hunger Satiation,空腹的饱腹感
87FFAD924EB24E3B48B917ACF9E71D26,Hunger Speed Multiplier,
5E8470304EA84E9CC96C2E9A0FDFF55C,Hungry,肚子饿了
A2E3BBC948497AC166C4BBB882E13A40,Hunter's Lab,猎人实验室
333AE2454D6908F24803D3B41ED575DC,Hunting Vest,狩猎最佳
BE19E26F4C2CB32CD6872DB0090C5552,Hydrated,补充水分
9272A80A465C10513A7C588C4F324560,Hydraulic Cutters,油压切割器
F3502A5D48365C27E4D30EBFD4FAADB0,Hydraulic Cutting,油压切断
4275852844CC653D749126B0615779B4,Hydraulic Driver,油压驱动器
BAE7E4C74A792CD995BE6FBFA444492E,Hydraulic Driver,油压驱动器
F25BCB4C4411275951D103B7E1220269,Hydroxyacetic Acid,氢氧化醋酸
761C950D435FE59BAEC47E9744034077,Hymn Board,赞美歌看板
1E78099F4940F0732BF849833CA0FAEC,Hyperglycemia,高血糖
99F14D79491DBF0F00BFC48B5D90DE62,Hyperhydrated,水分过多
059D940D44B5456926D2018E59CD5BAD,Hyperhydration,补充过量水分
1071EB0948873C38424376999F193EC3,Hyperthermia,高体温
C27B541D4509A1E07F64D0945027B000,Hypoglycemic Shot,低血糖注射
A22A340142D467E0B83A1F82E32D4DE6,Hypothermia,低体温症
DCBE3D8E4235560844B2748239F2BCD4,Hypothermia,低体温症
2EEC70E4480B491DCEA2FE983A039141,I found a bug where ...,...... 我发现了这样一个 bug.
00E1BCB142739C36EC7B0FB2C232779E,I think you need more metal for this.,我认为这需要更多金属.
53AD43834C31FDF5C54F1E8844C18F2E,ID Card,身份证
25B76A4C4EC64B250D035FAEF9AA4294,IT IS CERTAIN,这是肯定的.
1787EE714DF6BC0CB0666D88844A7D79,IT IS DECIDEDLY SO,这绝对是事实.
7FD2CB514C41745DABE29EA91D611FB2,Ice Cream,冰淇淋
3471CCA8491E208F1CCB2D9D4EB2B1C3,Ice Cream Freezer,冰淇淋冷冻机
753717AE4254CD66F5A19BABB346BC53,Ice Cream Machine,冰淇淋机
B044772747A9DFAB5F15F2AABF73FF20,Ice Cream Maker,冰淇淋制造商
C2E8046B485512A0B696DEBCB497505C,Ice Cream Maker,冰淇淋制造商
28C6025548D2967D486C838798CF54EB,Ice Machine,制冰机
A89B40DD4FC3719AE1D08E8A99A5A4EC,Ice Machine,制冰机
CE545EDC40E0B22410ACD7B3F977EA27,Ice Machine,制冰机
Stress_Idle,Idle,偶像
DE82CE704BE61E06E9C546B9C9E154A4,"If locked, this item won't be transferred by ""put all"" or ""take all"".","锁定后,该物品不会通过 '全部放下' 或 '全部拿走' 的方式传递."
DD89D28C4ED08C060C07938BCF5E13C4,"If powered, charges batteries that are placed inside of it.","如果已接通电源,请给内置电池充电."
RoundsCountLabel_Tooltip,"If the firearm has no rounds in it, it can't be used. Load it by dragging ammo onto it or equipping it and reloading.",
A440941242B12B01FF7D4990D782585B,"If this is off, players can't claim utility cabinets (they can only build them).","如果此选项关闭,玩家将无法请求实用工具柜 (只能自行构建)."
F408DAE3432DE451B9ED10A5EC0F5087,"If this is off, vehicles can't damage players.","如果此选项关闭,车辆将无法对玩家造成伤害."
4E93C87B4CA13D2A5A2BC493CC45551C,"If this is off, you won't rotate with your vehicle: you will look in the same direction.","如果此功能关闭,则无法与车辆一起旋转,而是会看向相同的方向."
1E16F5A84155168447B6EFB50FF82549,"If this is on, containers that aren't owned by anyone respawn periodically.","如果此设置处于开启状态,则会定期重新生成不属于任何人的容器."
E84E440440AF674EF1ABDEBC7364FF4A,"If this is on, furniture like tables or chairs respawn periodically. Only has an effect in multiplayer.","开启后,桌椅等家具会定期复活.该效果仅适用于多人游戏."
68DAD7F04E191440126C4685DCD4A749,"If this is on, hordes will spawn if you make too much noise, have a large base, etc.","当这个功能开启时,如果噪音太大或基地太大,就会出现大群体."
EC96FB044D7BC8770043B281856CA268,"If this is on, players can't claim utility cabinets, damage bases, etc. if the owners are offline.","如果该功能处于开启状态,且所有者处于离线状态,玩家将无法请求使用实用工具柜或伤害库等."
4B312E2D4C4E8CF265AF57B1BFA27106,"If this is on, your camera smoothly faces the direction your vehicle is moving.","打开此功能时,摄像头会流畅地对准车辆的移动方向."
984C162E4FDEFB6A90DBBB8A7881621D,"If this is set, people will need to enter a password to join.","设置此选项后,必须输入密码才能加入."
42E22C0349F2179EC0B074872EC48520,"If you had the balls, maybe you could take a shot.","如果你有勇气,也许可以尝试一下."
3BEC7A68463441EE238C949EC1F61D5A,"If your utility cabinet contains more than a certain weight, it will consume significantly more resources.","如果实用工具柜中存放了超过一定重量的物品,则消耗的资源会显著增加."
02916EC04E190F696FEBDDA5EE4D2821,Ignite,起火
BB9C880E453D33A23440A1858B8A675C,Ignite,起火
CF162DAC4AA525098BF07690C0BC6354,Ignite,起火
Firework_Fire,Ignite,
Ignite,Ignite,起火
Vehicle_Ignition,Ignition,点火
E62D474649FFBC4D710F0BB076802EBA,Ignore,忽略
A1CE93E845B97F28DEDF14ABEB25E7A8,Ill,疾病
ConditionEffect_IllnessChance,Illness Chance,
7B449CA448EEF7BEAD75E5B100452C1A,Illustrated and captioned adventure magazine. Also known as a graphic novel.<cf><cf>Reduces stress.,"带插图和说明的冒险杂志.也被称为图像小说.

 减轻压力."
12E325984C6064ACADCC37892C0F9297,Immediately,立刻
199000CD41F2ADE4AF05F9A193E4571F,Immediately,立刻
FC24F78D44D0AC451D90369662BA60A6,Impossible,不可能
9E77907A489C3AEDA184E7A052DCB7A5,Improved Mining,采矿改进
0C69F54F45E04D183227819E8337F8BE,Improved Pickaxe,改进的鹤嘴锄
F542FBCB46408012C735DEA3E325B128,Improvisor,即兴演奏家
FluidDecay_25%,Impure,
E3D89BD64B9C2B5B2B781EA13EE9D54D,"In multiplayer, you can play remote videos on TVs. Turn this off to block them.","在多人游戏中,您可以在电视上播放远程视频.要屏蔽它,请将其关闭."
8912E9F54A5D0A0FFFF28081F7E960B2,"In your inventory, there are tabs that allow you to filter item types.",
CC8C2F4F485197BF4FA5199375D79B48,"In your inventory, there is a tab to show all recently acquired items. It shows all items obtained within the last 30 minutes.",
DDF073FB41CAD88AFD38F5AD8D059391,Include Different Versions,包含不同的版本
IncompatibleVersion_Title,Incompatible Version,
NetworkFailure_BadPassword,Incorrect password.,密码错了.
7777D51748E5602971F1408BF5403CA5,Increases throwing XP when successful shots are made.,投篮成功会增加投掷 XP.
1FD6ABEE4E2A500E469B5290E8515C98,Increases weapon-handling XP when shot from a distance.,增加远距离射击时的武器使用经验值.
8E20DD7742CEAC115B27188B186A328D,Incredibly Oily Hands,难以置信的油腻的手
63C8D2F34786CCA82B012A8393F05FE4,Incredulous,难以置信
E80500194AC8943E873F76B550CC1641,Individual stats will give you a new perk point every 25 levels.,单项属性每升 25 级会给你一个新的特性点。
F62B5D9645795C0F1B1A42AE7C39685E,Industrial Building,工业大楼
3E94F9AB4976C022CD6BEBAB696D24A9,Industrial Cutting,工业用截断
A5EAEEC3457989519F36BD9EBB03080A,Industrial Dishwasher,工作用餐具洗涤机
B1326E3048A71D8CF9A6D4AD610A2369,Industrial Driver,工业驱动程序
F564167B4834174A051009B0F0FCDD31,Industrial Driver,工业驱动程序
87A7FFA24C0554C19AE2828D95F595AA,Industrial Driver Bit,工业驱动程序
B8C8238B4DAACB9F58F9DBA46AF6B1C7,Industrial Driver Bit,工业驱动程序
4880EBE9405634B64FAA5D802EA60A36,Industrial Forge,工业锻造场
4E1D9CF94BB953FCC629B9B257A5728B,Industrial Forge,工业锻造场
2B0C4C874866D4BF58472887BEAA9106,Industrial Gas Range,工业煤气灶
6F633E0D4155EC0DC0DC72881880F2C4,Industrial Gas Range,工业煤气灶
E75289C14369DBB701623781DF600C81,Industrial Gas Range,工业煤气灶
1EFBF1C0476934CEA23A91AD3CE5D3C4,Industrial Gas Range w/ Griddle,带格栅的工业煤气灶
5FEF3522475AF0469EF17E99F373AEA9,Industrial Gas Range w/ Griddle,带格栅的商用煤气灶
FC7B9F9A413E9D2A846E6492379149EA,Industrial Gas Range w/ Griddle,带格栅的商用煤气灶
1983046B4A8C05B5CACA39A845FC3842,Industrial Gas Range w/ Grill,带烧烤架的商用煤气灶
D6BFAAC84EBA1C61BBEADAAED8930803,Industrial Gas Range w/ Grill,带烧烤架的商用煤气灶
F2F67F3A442FC6497CC1EB97DD6AF4D8,Industrial Gas Range w/ Grill,带烧烤架的商用煤气灶
A1053FD04A802CD59586E9818B185D82,Industrial Stapler,工业订书机
8EC7F75349FDE074A3C1FF95CF03DCDE,Industrial Tool Chest,工业工具箱
98CED48348C278D65A4EC3B4B17AE718,Industrial Tool Chest,工业工具箱
53317DB74FDA37417284B1BC5435615F,Industrial Welder,工业焊接
BA6BD0D74EF71950E5924F96C477967B,Industrial Welder,工业焊接
37C620324905C2DCBB7261BF4B55FD88,Industrial Welding Wire,工业焊接电线
D0BE981545989FF2A69503BD92B86AA3,Industrial Welding Wire,工业焊接电线
9509F18649609381330BD099B0FCA865,Infected,感染了
